properties.subDivision,Longitude,Latitude
DC,-77.077411,38.942967
MD,-77.16463,39.156299
VA,-76.633742,36.725125
PA,-77.577523,39.96235
FL,-82.387769,28.85404
MD,-77.113183,39.04671
MD,-76.991092,38.725709
MD,-77.013841,38.789721
WI,-88.347442,44.258967
TX,-94.75944,31.331893
MI,-83.001527,43.816869
VA,-76.658369,37.247721
IA,-95.2333,41.018057
TX,-94.731447,31.299634
MD,-77.256668,39.384961
MD,-76.994357,38.75713
MI,-85.405487,44.280941
MD,-77.115041,39.074394
MD,-77.144546,39.145532
DC,-77.052208,38.924242
TX,-94.729257,31.28856
MD,-77.153435,39.172054
DC,-77.044238,38.90552
MD,-77.204444,39.290104
DC,-77.0396,38.899637
PA,-78.232155,40.903246
DC,-77.042391,38.922595
DC,-77.038232,38.912005
WI,-88.456323,44.261151
DC,-77.029569,38.897163
WI,-88.26683,44.283649
MD,-76.997762,38.81489
DC,-77.029373,38.900598
DC,-77.024749,38.89632
DC,-77.032147,38.916853
MD,-76.922785,38.615681
DC,-77.018009,38.885898
DC,-77.021605,38.898587
MD,-77.081824,39.056202
VA,-76.605686,36.964133
PA,-79.145376,41.843008
DC,-77.022295,38.920612
NC,-76.611313,36.07323
MD,-76.976252,38.804601
MD,-77.08018,39.078719
KS,-96.876941,37.817727
WI,-88.31226,44.296378
DC,-77.005947,38.897304
DC,-77.028342,38.962396
VA,-76.58314,36.738071
DC,-77.006302,38.90793
WI,-88.416306,44.287992
MD,-77.057385,39.039636
MD,-76.906642,38.629281
MD,-77.054962,39.03647
WI,-88.374509,44.294284
FL,-82.327446,28.832831
MD,-76.901758,38.621904
TX,-96.094934,33.119018
WI,-87.838667,44.347431
MD,-76.964173,38.813793
DC,-77.026208,38.980646
MD,-77.030197,38.995117
IA,-93.201873,42.741601
DC,-76.999432,38.920553
WI,-88.506851,44.286196
DC,-76.982239,38.878647
DC,-76.993363,38.915887
MD,-77.049642,39.059175
DC,-76.968874,38.860001
DC,-76.980218,38.899242
MD,-77.001895,38.965806
NC,-76.811598,34.734757
DC,-76.993283,38.949527
NC,-76.808229,34.738038
KS,-96.995585,37.227612
OK,-96.911411,35.345734
MD,-77.046997,39.090881
MD,-76.950472,38.843727
MD,-77.164599,39.363313
OK,-96.921633,35.386802
MD,-76.928851,38.792589
MD,-77.013892,39.020694
DC,-76.973433,38.91771
MD,-77.067299,39.151656
MD,-76.878204,38.655211
IA,-92.674821,43.062215
FL,-81.967857,28.961703
OK,-96.929048,35.382282
FL,-82.031202,28.927947
MD,-76.874546,38.677266
MD,-76.987094,38.989475
DC,-76.949857,38.893411
MD,-77.316807,39.703398
IA,-94.990673,41.404395
VA,-76.555221,37.156266
PA,-77.514379,40.054245
MI,-85.21437,44.339591
MD,-76.931241,38.873168
DC,-76.941614,38.901179
MD,-76.922077,38.850653
KS,-97.03967,37.085057
MD,-76.970613,38.984558
MD,-76.990441,39.038656
MD,-76.894072,38.784713
MD,-76.889572,38.772291
OK,-96.931022,35.273991
OK,-97.03306,35.984866
MD,-76.886317,38.766633
MD,-76.946826,38.936233
MD,-77.00092,39.075985
MD,-76.957531,38.968118
VA,-76.535835,37.130182
OK,-97.067762,36.729006
PA,-78.560161,41.411149
FL,-82.090933,28.872157
KS,-96.984165,37.679853
TX,-95.854646,32.576314
OK,-97.060122,36.131128
MD,-76.886498,38.821794
MD,-76.939496,38.964256
VA,-76.518005,37.134974
MD,-76.774416,38.493766
MD,-76.945091,38.988251
MD,-76.890702,38.844539
OK,-97.070408,36.11629
MI,-84.67825,44.298283
MD,-76.892449,38.868422
FL,-81.929754,28.930143
KS,-96.56115,39.187214
MD,-76.900674,38.9014
MD,-76.933008,38.992171
MD,-76.919383,38.959446
MD,-76.954273,39.053608
VA,-76.527224,37.393742
NY,-79.291649,42.097119
VA,-76.495158,37.075542
MD,-76.90742,38.940033
NC,-76.742563,34.700987
VA,-76.49545,37.105452
FL,-81.128546,29.333154
IA,-93.817044,42.45342
NY,-79.575045,42.323517
MD,-77.067939,39.349967
MD,-76.937462,39.047858
MI,-84.799527,44.335424
VA,-76.499339,37.276374
MD,-76.94723,39.082833
VA,-76.48843,37.190192
TX,-96.177889,33.043601
MD,-76.881184,38.927855
MD,-76.905281,38.996314
MD,-76.916841,39.027919
MI,-84.226309,44.251325
MD,-76.862078,38.889256
VA,-76.470188,37.075299
WI,-88.055788,44.428873
NY,-79.229997,42.081531
MD,-76.850793,38.866501
NC,-76.462605,36.174381
TX,-94.416485,30.764514
MD,-76.854547,38.890853
MD,-76.807209,38.760498
KS,-96.610494,39.190305
MD,-76.933469,39.11026
VA,-76.457908,37.121524
MD,-76.659387,38.30508
TX,-96.007876,32.707332
TX,-96.128614,32.907109
WI,-91.219701,43.782575
VA,-76.444182,37.020477
FL,-81.955349,28.865289
MD,-76.862056,38.961321
NY,-79.241826,42.119166
MD,-76.83654,38.902395
WI,-87.990613,44.456787
WI,-88.086754,44.452188
VA,-76.42453,36.877975
WI,-87.946825,44.465661
MD,-77.157486,39.648818
WI,-90.504261,44.019432
VA,-76.425176,37.02843
VA,-76.422188,36.982288
VA,-76.426744,37.058775
NY,-79.207733,42.113812
PA,-77.235913,39.818002
PA,-77.895766,40.808525
MD,-76.937327,39.210252
WI,-90.821412,43.938201
MD,-76.908322,39.147921
TX,-96.584221,33.762922
VA,-76.404674,36.824544
VA,-76.405036,36.86417
VA,-76.403601,37.012478
WI,-87.965894,44.487053
FL,-81.083709,29.278287
MD,-76.795346,38.900029
WI,-88.743153,44.40431
NC,-76.644611,34.725358
WI,-88.020084,44.486037
FL,-81.117973,29.255791
MD,-76.823043,38.989342
PA,-77.855963,40.79853
WI,-89.10363,44.356484
WI,-88.066837,44.488132
VA,-76.394617,37.093082
TX,-93.74675,30.10754
MD,-76.849073,39.074506
MD,-76.855027,39.094155
VA,-76.387288,37.041402
VA,-76.392476,37.123497
PA,-77.206933,39.84164
WI,-88.106957,44.49247
PA,-77.830027,40.785216
WI,-87.984672,44.505019
VA,-76.363906,36.811296
MD,-76.850562,39.119311
MD,-76.737532,38.823591
MD,-76.8893,39.221893
KS,-97.136163,37.693558
NE,-95.859662,40.663444
MD,-76.864231,39.170717
VA,-76.363732,37.025536
FL,-81.66621,28.931522
MD,-76.836485,39.110604
FL,-81.887029,28.824311
TX,-96.597615,33.662561
OK,-96.769324,34.085798
FL,-81.028909,29.267795
WI,-91.195033,43.872256
WI,-87.704015,44.545734
WI,-87.991296,44.525433
WI,-91.240701,43.858422
VA,-76.339221,36.771987
MD,-76.861789,39.214924
WI,-88.329803,44.500124
WI,-88.100688,44.523298
MD,-76.844888,39.186232
FL,-81.324789,29.087261
TX,-93.821445,30.114132
WI,-88.060622,44.529595
MD,-76.806402,39.098654
MD,-76.756549,38.972998
VA,-76.327799,36.795574
FL,-82.509291,28.533065
MD,-76.932826,39.399656
MD,-76.802674,39.0986
FL,-82.505602,28.531062
PA,-77.804328,40.83013
OK,-97.159988,35.43401
MD,-76.659331,38.725311
VA,-76.324439,36.955141
PA,-77.613407,40.582395
VA,-76.328245,37.056648
VA,-76.325486,37.016992
PA,-77.093772,39.749745
MD,-76.809598,39.145282
VA,-76.317208,36.92867
MD,-76.592209,38.551287
FL,-81.031539,29.228316
VA,-76.307618,36.836368
FL,-82.139993,28.668141
KS,-96.834461,39.009117
MD,-76.819052,39.196985
VA,-76.314491,37.037409
MD,-76.718817,38.949673
FL,-82.62061,28.467013
VA,-76.301862,36.882348
KS,-97.199094,37.678597
TX,-95.836249,32.206286
MD,-76.508177,38.296549
FL,-81.784662,28.822005
FL,-82.631307,28.458311
KS,-96.836013,39.028518
MD,-76.978686,39.568075
VA,-76.38366,37.719546
FL,-82.540485,28.492125
TX,-94.146915,30.340449
MD,-76.98407,39.585445
FL,-82.399619,28.546463
NC,-76.296817,36.293832
FL,-81.30227,29.061687
FL,-81.055161,29.19786
MD,-76.7987,39.187031
WI,-88.073556,44.563153
VA,-76.284773,36.718179
FL,-82.40741,28.537042
MD,-76.832644,39.277026
FL,-81.303003,29.054178
VA,-76.284015,36.849776
MD,-76.783607,39.168282
KS,-97.208669,37.723635
MI,-86.100107,44.608154
MD,-76.799655,39.209583
MD,-76.815992,39.251907
VA,-76.28186,36.884948
FL,-81.087094,29.168477
TX,-96.332768,32.969722
KS,-97.243575,37.549188
KS,-97.22678,37.663553
VA,-76.273468,36.820252
MD,-76.82074,39.282742
TX,-94.181591,30.344414
WI,-91.244957,43.923899
MD,-76.465824,38.260123
VA,-76.269205,36.915178
FL,-81.875893,28.746857
FL,-82.541818,28.461702
PA,-77.568334,40.615078
VA,-76.260974,36.830949
OK,-97.002686,34.505569
KS,-97.245036,37.665946
FL,-82.478885,28.481071
MD,-76.69392,39.022964
FL,-81.032064,29.173324
FL,-81.685855,28.827153
OK,-97.323895,36.289138
TX,-96.590049,33.421033
WI,-89.889562,44.316063
FL,-81.029995,29.17252
VA,-76.252116,36.925784
KS,-97.243641,37.723535
MI,-83.505262,44.27567
VA,-76.252378,36.953535
KS,-97.272175,37.552134
VA,-76.242515,36.741662
KS,-97.245139,37.747533
OK,-97.337548,36.812117
MD,-76.73242,39.155667
MD,-76.461029,38.345736
VA,-76.237712,36.710205
TX,-96.565916,33.344106
FL,-81.748163,28.784229
VA,-76.23868,36.888935
MI,-84.115569,44.4141
NC,-76.240417,36.295225
MD,-76.725995,39.153172
VA,-76.231613,36.655283
FL,-82.55036,28.434438
VA,-76.230199,36.768063
MI,-84.596769,44.500223
VA,-76.230154,36.799907
TX,-93.84472,30.023089
MD,-76.688878,39.081734
MD,-76.672237,39.040099
VA,-76.230106,36.917204
MD,-76.811088,39.375055
KS,-97.270952,37.694356
FL,-81.643271,28.823569
NC,-76.226261,36.329533
VA,-76.222769,36.820205
OK,-97.26828,35.49348
FL,-81.035825,29.142543
TX,-96.499744,33.173821
KS,-97.322312,37.367372
MD,-76.535592,38.688587
MD,-76.810952,39.405066
IA,-94.161548,42.500807
MD,-76.723835,39.209126
MD,-76.752486,39.284708
PA,-77.766788,40.957659
IA,-95.749112,41.037583
OK,-97.266335,35.39538
VA,-76.20709,36.85503
MD,-76.686749,39.137342
TX,-94.016317,30.132284
FL,-81.298804,28.981691
KS,-97.298349,37.664004
PA,-77.029691,39.870723
MD,-76.818089,39.449762
PA,-77.210809,40.185962
KS,-97.299505,37.694987
WI,-89.817667,44.375716
IA,-94.207797,42.486527
PA,-76.992822,39.815911
MD,-76.749116,39.313418
KS,-97.299363,37.715974
MD,-76.765025,39.355771
IA,-93.201971,43.132119
VA,-76.190255,36.781519
MD,-76.727596,39.272648
KS,-97.316479,37.63084
TX,-95.610939,31.733841
VA,-76.192293,36.918566
FL,-82.233312,28.522422
PA,-76.959866,39.770847
VA,-76.184745,36.714143
NY,-79.308726,42.450888
FL,-81.006235,29.126298
TX,-95.616564,31.736549
PA,-77.194795,40.189634
MD,-76.727557,39.288543
MD,-76.737698,39.312452
VA,-76.186357,36.8808
TX,-96.275618,32.699396
PA,-76.983317,39.825386
MD,-76.682349,39.191589
FL,-81.034067,29.104431
TX,-94.198762,30.256623
FL,-82.699863,28.330926
VA,-76.177975,36.798382
TX,-96.303964,32.738077
VA,-76.179463,36.850988
KS,-97.333487,37.60753
KS,-97.375631,37.27472
KS,-97.332175,37.647972
MD,-76.668343,39.179615
WI,-89.543134,44.453112
MD,-76.665085,39.180622
VA,-76.167951,36.814214
FL,-81.623735,28.780794
MI,-85.655665,44.673425
MD,-76.566163,38.930279
KS,-97.351501,37.566768
MD,-76.845934,39.595565
PA,-77.177442,40.200242
KS,-97.335882,37.681863
MD,-76.634082,39.117822
FL,-82.658396,28.331619
IA,-93.227002,43.14785
KS,-97.335238,37.702099
TX,-96.097157,32.372283
WI,-88.219998,44.656774
KS,-97.329119,37.79227
KS,-97.352176,37.651214
MD,-76.712922,39.336698
PA,-78.645833,41.956293
MD,-76.731293,39.381551
MD,-76.680767,39.270342
TX,-96.464144,32.96369
KS,-97.352443,37.684771
MD,-76.658575,39.223993
MD,-76.716683,39.367451
MD,-76.632203,39.172075
FL,-81.298236,28.921265
MD,-76.663815,39.256965
MD,-76.671423,39.280542
VA,-76.135996,36.83762
WI,-88.763113,44.610074
MD,-76.621925,39.165091
VA,-76.13546,36.875525
MD,-76.54922,38.987674
FL,-82.717366,28.281591
MD,-76.693723,39.3477
KS,-97.363672,37.723672
WI,-89.516639,44.495316
FL,-82.676365,28.290239
VA,-76.121289,36.791431
TX,-96.113477,32.33123
IA,-95.452182,41.496409
MD,-76.613419,39.186414
OK,-97.370414,35.493629
MD,-76.656737,39.292978
PA,-77.142506,40.232627
KS,-97.389642,37.650044
PA,-77.370187,40.581344
TX,-96.012555,32.171131
MD,-76.527708,38.98049
OK,-97.425858,35.861135
KS,-97.389001,37.676953
MD,-76.585372,39.134542
TX,-96.63385,33.217073
KS,-97.373272,37.782008
MD,-76.667958,39.33941
TX,-96.468334,32.898391
OK,-97.370246,35.434764
TX,-96.620012,33.18024
KS,-97.390201,37.70936
MD,-76.613124,39.224198
VA,-76.102489,36.814047
VA,-76.103002,36.840365
MD,-76.598308,39.196146
TX,-94.11137,30.09536
TX,-96.637729,33.200884
MD,-76.548666,39.079321
IA,-94.876722,42.071492
MD,-76.611871,39.238874
OK,-97.387939,35.4635
MD,-76.545308,39.07808
WI,-89.506684,44.523014
TX,-94.166085,30.13385
TX,-96.544571,33.008263
TX,-94.157242,30.123155
MD,-76.491062,38.948851
IA,-93.35994,43.146436
MI,-85.624558,44.733958
MD,-76.622133,39.28911
MD,-76.557181,39.130499
KS,-97.345597,38.057985
KS,-97.415982,37.673364
TX,-93.934466,29.937217
TX,-94.086217,30.057784
MD,-76.619251,39.290334
MI,-85.643415,44.739061
MD,-76.636671,39.335614
FL,-82.72857,28.236125
FL,-82.625175,28.274113
FL,-81.189842,28.925222
TX,-96.310321,32.572789
OK,-97.402481,35.450181
FL,-81.280155,28.872941
MD,-76.602161,39.271601
MD,-76.504959,39.029326
MD,-76.617139,39.310641
TX,-94.134954,30.082047
TX,-96.520102,32.916895
VA,-76.070938,36.911976
OK,-97.436295,35.593287
VA,-76.067419,36.815394
KS,-97.428233,37.722629
OK,-97.261131,34.740701
MI,-84.709071,44.653264
WI,-89.574524,44.535935
MD,-76.609934,39.323284
PA,-77.018457,40.131475
FL,-80.99264,29.01343
VA,-76.055731,36.753298
KS,-97.4439,37.691512
TX,-96.666727,33.168314
NY,-78.74409,42.158974
FL,-82.666477,28.235276
MD,-76.596111,39.313688
MD,-76.516762,39.119468
TX,-96.650118,33.129143
MD,-76.61021,39.350388
TX,-96.905453,33.670307
TX,-94.006915,29.95662
OK,-97.46256,35.652231
MI,-85.606961,44.763851
TX,-93.9899,29.942135
FL,-81.858959,28.561903
MI,-85.183713,44.725347
TX,-95.436539,31.323414
OK,-97.422885,35.388561
TX,-94.114835,30.039696
FL,-82.740409,28.20105
FL,-82.694547,28.216666
OK,-97.460934,35.60961
FL,-81.334623,28.812437
TX,-94.168754,30.078686
OK,-97.43687,35.43474
MD,-76.516815,39.157185
WI,-88.048304,44.765362
MD,-76.590571,39.340528
MD,-76.56914,39.29579
TX,-96.465845,32.755861
TX,-96.682404,33.156139
TX,-96.645571,33.084261
KS,-97.462083,37.722052
TX,-96.706472,33.199537
MD,-76.62727,39.441908
FL,-80.943292,29.013691
MD,-76.65025,39.494335
TX,-96.611588,33.010989
FL,-81.358649,28.786838
FL,-81.328335,28.802404
MI,-85.500627,44.772187
MD,-76.608799,39.408845
FL,-81.751548,28.591558
FL,-81.508694,28.708288
MD,-76.561964,39.309395
OK,-97.484806,35.623102
MD,-76.546617,39.278814
OK,-97.463689,35.478045
FL,-81.541433,28.687926
VA,-76.022313,36.848827
MD,-76.444276,39.0259
WI,-87.403652,44.821788
TX,-96.56842,32.908073
MI,-83.32964,44.426574
FL,-82.480625,28.273305
NC,-76.018852,36.450251
OK,-97.496543,35.667051
MD,-76.568476,39.342813
TX,-96.603941,32.970283
OK,-97.477241,35.530677
OK,-97.371468,34.984414
TX,-94.190471,30.066445
TX,-96.779996,33.31237
OK,-97.416749,35.182737
VA,-76.013344,36.769021
OK,-97.424161,35.217934
TX,-96.735553,33.216619
FL,-81.164827,28.872668
PA,-77.030012,40.248773
OK,-97.141623,34.174893
TX,-96.679574,33.101004
PA,-76.985402,40.176157
MD,-76.526675,39.262489
MD,-76.536686,39.288077
MD,-76.577897,39.384705
FL,-81.273652,28.81108
NE,-95.911601,41.142949
MD,-76.544693,39.315155
IA,-95.825931,41.245986
PA,-77.023376,40.247998
FL,-80.915529,29.00497
MD,-76.566954,39.372808
MN,-91.619909,44.028217
OK,-97.441557,35.233264
IA,-95.850246,41.231261
OK,-97.513195,35.639051
FL,-82.636816,28.194388
MD,-76.544044,39.342985
VA,-75.995032,36.844665
TX,-96.734297,33.17378
MD,-76.565222,39.396579
OK,-97.485303,35.435845
WI,-90.829492,44.293813
FL,-81.351102,28.756756
TX,-96.619379,32.947335
FL,-81.443712,28.707041
MD,-76.525502,39.313056
WI,-87.363577,44.847625
OK,-97.169752,34.188283
FL,-81.506546,28.673712
OK,-97.476604,35.335661
OK,-97.515217,35.565018
MD,-76.50039,39.269102
MD,-76.507939,39.29155
OK,-97.50321,35.464544
FL,-82.74109,28.142238
PA,-76.987064,40.240814
TX,-96.642474,32.962315
VA,-75.976819,36.848723
KS,-97.213334,38.937691
TX,-94.954537,30.712082
FL,-81.744364,28.547484
OK,-97.514223,35.493679
NE,-95.94215,41.158698
TX,-96.629703,32.931217
TX,-96.733779,33.128358
PA,-76.961301,40.211265
TX,-96.698205,33.056092
OK,-97.487811,35.320736
MD,-76.540369,39.397685
FL,-82.186942,28.347804
OK,-97.507233,35.4212
MN,-91.637889,44.051985
OK,-97.466788,35.203563
NY,-79.121958,42.560596
NE,-95.967783,41.14007
OK,-97.498605,35.348258
TX,-96.663894,32.979007
PA,-76.822231,39.983901
TX,-96.707108,33.057653
IA,-95.868113,41.261549
MD,-76.505608,39.338755
TX,-96.681461,33.003654
OK,-97.510373,35.388995
PA,-77.516961,41.033032
TX,-96.734615,33.101494
OK,-97.481156,35.221675
FL,-81.286102,28.757496
TX,-96.597037,32.840376
OK,-97.54999,35.612896
FL,-81.452977,28.671108
MD,-76.471023,39.271945
OK,-97.548844,35.59423
OK,-97.538078,35.522848
FL,-81.705571,28.54723
TX,-96.618945,32.876046
PA,-76.953239,40.231358
OK,-97.529574,35.466102
OK,-97.493043,35.261328
OK,-97.539865,35.526319
MN,-91.68148,44.051136
WI,-88.586659,44.781681
MD,-76.508685,39.373813
PA,-77.114059,40.492739
MD,-76.510243,39.379152
FL,-82.546329,28.187808
OK,-97.489441,35.217865
VA,-75.973844,37.269196
MD,-76.489914,39.336323
MI,-84.130639,44.656127
TX,-96.648749,32.915757
MD,-76.487882,39.33732
TX,-96.707272,33.020192
OK,-97.566488,35.63765
OK,-97.530537,35.390674
OK,-97.548063,35.493714
MD,-76.55825,39.516409
OK,-97.131428,33.940058
TX,-96.683449,32.960098
KS,-97.572344,37.663631
FL,-81.551807,28.602366
FL,-81.360438,28.697519
MD,-76.464459,39.31343
OK,-97.567549,35.579844
PA,-76.77593,39.966056
NE,-95.933799,41.232764
TX,-96.596417,32.789227
OK,-97.56533,35.539415
OK,-97.531048,35.334777
PA,-76.670352,39.770639
PA,-76.772715,39.968383
TX,-96.599068,32.788788
FL,-81.419696,28.659786
OK,-97.547449,35.405107
OK,-97.506466,35.181949
FL,-82.35848,28.238212
NY,-78.459629,42.07736
NY,-78.935226,42.473286
TX,-96.750973,33.058416
FL,-82.465013,28.192821
OK,-97.548431,35.376684
FL,-81.327561,28.700479
TX,-96.645837,32.857912
TX,-96.61999,32.811244
TX,-96.73416,33.019078
MD,-76.443192,39.307576
TX,-96.803295,33.150964
TX,-96.662079,32.877107
MD,-76.311811,38.975918
FL,-81.391743,28.661425
OK,-97.565993,35.435794
MD,-76.478111,39.400986
TX,-96.534641,32.648135
PA,-76.914481,40.250511
TX,-96.702757,32.945751
TX,-96.719344,32.975974
FL,-81.718434,28.50077
TX,-96.771024,33.072281
MD,-76.445117,39.333528
TX,-96.596223,32.746867
FL,-82.738595,28.079991
TX,-96.62795,32.801321
OK,-97.584179,35.51086
MD,-76.439994,39.32906
NE,-96.043832,41.138768
NE,-95.975292,41.221444
MD,-76.459196,39.378255
TX,-96.645427,32.823811
PA,-76.891527,40.230351
MD,-76.450982,39.368603
PA,-76.878904,40.212456
OK,-97.565945,35.361907
WI,-87.884812,44.893451
PA,-76.928025,40.300125
NE,-95.947463,41.268238
PA,-76.70441,39.910693
TX,-96.837403,33.174409
FL,-81.583083,28.550653
TX,-96.771214,33.042094
FL,-81.441938,28.618841
TX,-96.701035,32.908298
MD,-76.289274,38.976655
PA,-76.726888,39.959895
TX,-96.719191,32.937779
FL,-81.3453,28.663729
FL,-82.780246,28.050495
TX,-96.803977,33.096288
PA,-76.736592,39.983698
FL,-82.391646,28.193625
TX,-96.629172,32.766528
FL,-81.517932,28.574185
OK,-97.621479,35.607369
TX,-96.671344,32.835288
FL,-82.190895,28.269352
OK,-97.600472,35.463263
NE,-95.973627,41.258895
TX,-96.735838,32.950252
TX,-96.61532,32.731755
NE,-96.042347,41.179496
FL,-81.261957,28.696988
OK,-97.617186,35.548105
PA,-76.819676,40.153867
TX,-96.767049,33.000875
TX,-96.685104,32.848306
FL,-81.544449,28.552063
FL,-82.706143,28.062516
TX,-96.960344,33.382711
TX,-96.617489,32.719841
PA,-76.692637,39.937436
OK,-97.618348,35.510569
TX,-96.700952,32.864579
PA,-76.892619,40.292099
NC,-75.877433,36.242432
MD,-76.402523,39.337771
NE,-95.957368,41.298925
FL,-81.474716,28.577974
TX,-96.722039,32.895733
FL,-82.73917,28.044529
TX,-96.793488,33.027523
TX,-96.600861,32.676748
TX,-96.839119,33.115637
OK,-97.637852,35.58122
FL,-81.58646,28.520433
OK,-97.619497,35.461822
FL,-82.463355,28.141908
FL,-82.501692,28.126898
OK,-97.622876,35.463335
FL,-81.363154,28.626615
FL,-82.354355,28.182435
TX,-96.863502,33.152048
TX,-96.7388,32.910854
PA,-76.898763,40.325063
FL,-82.189309,28.246177
FL,-81.507462,28.551365
FL,-81.453128,28.577491
FL,-81.395156,28.605507
TX,-96.645408,32.733567
FL,-82.247871,28.219359
OK,-97.635775,35.492961
TX,-96.703625,32.833177
TX,-96.768398,32.950642
NE,-96.043793,41.225983
NE,-95.958293,41.327098
TX,-96.888193,33.176751
PA,-76.723279,40.046919
FL,-81.323333,28.635005
FL,-82.579599,28.085459
OK,-97.607594,35.291479
TX,-96.689247,32.793739
FL,-82.758639,28.019029
OK,-97.653984,35.562476
PA,-76.681949,39.978156
PA,-77.453732,41.134896
PA,-76.838712,40.255521
FL,-81.320172,28.632852
OK,-97.656699,35.566518
PA,-78.021671,41.77087
PA,-76.844257,40.271467
TX,-96.830677,33.045919
TX,-96.768617,32.92575
TX,-96.803177,32.985847
NE,-96.033441,41.259262
TX,-96.700975,32.794921
FL,-81.415653,28.576735
FL,-81.464259,28.552641
FL,-81.269069,28.64997
FL,-82.626092,28.056234
NE,-96.080825,41.204943
PA,-76.675278,39.989845
NE,-96.023512,41.277419
PA,-76.622358,39.896932
FL,-82.543282,28.082845
PA,-76.630864,39.915653
OK,-97.655169,35.46379
TX,-96.6833,32.75101
TX,-96.833948,33.027004
NE,-96.746028,40.278773
FL,-82.502885,28.095809
FL,-81.366653,28.592665
TX,-96.768329,32.899333
TX,-96.748227,32.857425
PA,-76.805128,40.240526
FL,-82.570694,28.065494
FL,-82.652316,28.035551
TX,-96.891795,33.125304
FL,-82.829262,27.971964
FL,-82.353814,28.14612
TX,-96.802948,32.949479
PA,-76.821769,40.278009
NY,-78.989041,42.635789
TX,-96.763065,32.872801
FL,-81.227944,28.654145
NE,-96.023237,41.301258
FL,-82.708455,28.010527
NE,-96.137954,41.165124
WI,-91.472601,44.249572
PA,-76.925804,40.454811
PA,-76.770243,40.201625
FL,-82.755291,27.990831
TX,-96.816185,32.959249
TX,-95.375869,30.937726
FL,-81.319986,28.601045
FL,-81.415035,28.55332
FL,-82.552117,28.061746
FL,-81.470612,28.524465
MD,-76.065962,38.564607
TX,-96.684853,32.713074
TX,-96.768179,32.857591
MD,-76.395434,39.491619
NE,-96.113811,41.214732
TX,-96.841665,32.987987
MI,-85.050292,44.91298
PA,-76.814717,40.300867
FL,-82.460441,28.087678
TX,-96.811669,32.927082
FL,-82.379296,28.117979
PA,-76.636715,39.992722
FL,-81.304948,28.596753
NE,-96.127218,41.205593
FL,-81.260531,28.619122
OK,-97.687988,35.461747
TX,-97.149601,33.624043
FL,-81.462805,28.515442
TX,-96.819232,32.931119
TX,-96.889668,33.064326
WI,-89.169534,44.832371
PA,-76.783967,40.26399
FL,-81.180815,28.656619
TX,-96.803111,32.894476
IA,-95.368013,42.021354
TX,-96.857864,32.995106
FL,-82.787078,27.959784
FL,-81.459638,28.511426
NE,-96.090175,41.263738
TX,-96.749945,32.791945
NE,-96.053503,41.310584
PA,-76.772767,40.261676
VA,-75.831056,37.520552
FL,-82.468639,28.068535
TX,-96.838427,32.939425
FL,-82.7604,27.960953
TX,-96.771315,32.810815
TX,-96.88562,33.024349
FL,-81.397699,28.531839
NE,-96.081999,41.290081
TX,-96.987943,33.2252
FL,-81.348792,28.553767
TX,-96.851861,32.953528
FL,-81.560998,28.447877
PA,-76.793509,40.320075
FL,-82.561941,28.025424
FL,-82.505389,28.045112
MN,-92.986843,43.666332
NE,-96.140533,41.233396
NE,-96.251781,41.09743
FL,-82.433505,28.068766
FL,-81.422793,28.508481
TX,-96.765143,32.776751
FL,-82.718385,27.960214
TX,-96.790682,32.815443
OK,-97.744728,35.605543
MD,-76.08196,38.781845
TX,-96.778632,32.792055
OK,-97.724123,35.466028
NY,-78.984939,42.699616
FL,-81.459479,28.484031
FL,-82.450095,28.055029
TX,-96.813986,32.850816
PA,-76.720511,40.225946
FL,-81.287366,28.568811
FL,-82.787267,27.931132
OK,-97.597432,34.834981
MD,-76.370504,39.557372
PA,-77.354147,41.153118
MN,-92.992517,43.678434
TX,-96.706959,32.649923
FL,-82.74639,27.941768
FL,-81.429577,28.491527
MD,-76.353552,39.5264
OK,-97.721738,35.392142
TX,-96.854468,32.909256
TX,-96.890412,32.974881
WI,-90.165611,44.677373
OK,-97.743784,35.508612
FL,-81.208303,28.599912
FL,-81.37669,28.514429
MI,-85.199053,44.973544
KS,-97.629284,38.371385
NE,-96.119099,41.293284
FL,-82.800228,27.917263
NE,-96.193063,41.205507
MD,-76.317882,39.462023
MD,-76.306096,39.436053
FL,-82.569683,27.997025
MD,-76.060755,38.779531
TX,-96.795892,32.787505
TX,-96.813839,32.818532
TX,-96.910947,32.999079
FL,-81.41685,28.488136
WI,-89.68707,44.785827
FL,-82.484577,28.025582
FL,-81.397458,28.496001
FL,-81.451068,28.469297
MD,-76.327606,39.502663
MD,-76.354571,39.566977
NY,-78.68899,42.502471
FL,-82.393013,28.055392
IA,-95.911035,41.551214
FL,-81.480186,28.449599
TX,-96.882128,32.924806
TX,-96.803019,32.778749
FL,-81.234832,28.570266
FL,-82.763327,27.91709
TX,-96.804976,32.781315
FL,-81.471428,28.450466
FL,-82.504538,28.008415
OK,-97.760945,35.489934
FL,-81.676267,28.351693
FL,-82.459846,28.023042
MD,-75.844569,37.991144
FL,-81.28521,28.537369
FL,-81.309824,28.524702
TX,-96.814271,32.782949
FL,-82.517253,27.996659
FL,-82.422232,28.032253
NE,-96.201523,41.233467
FL,-81.476551,28.439873
TX,-96.864051,32.865263
MN,-92.470547,43.954723
FL,-81.218233,28.56581
TX,-96.919996,32.967344
FL,-82.8307,27.880831
